text,source_path,source_name,kind,location,id
"HLO 2.3 The Central Lobratory for Aquaculture Research (CLAR), Egypt World Fish Potential AoW 2 - Pathways to Scale in Agrifood Systems HLO 2.3 Premium Aquaculture Ltd. Ogin State, Nigeria World Fish Potential AoW 2 - Pathways to Scale in Agrifood Systems HLO 2.3 Panary Aqua, Bangladesh World Fish Potential AoW 2 - Pathways to Scale in Agrifood Systems HLO 2.2; HLO 2.4 Shah Amanath Dry Fish Traders, Bangladesh World Fish Potential AoW 2 - Pathways to Scale in Agrifood Systems HLO 2.3; HLO 2.4 CGI21-508007-PORB-Scaling for Impact.indd 46CGI21-508007-PORB-Scaling for Impact.indd 46",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 46 part 4,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p46pt4
"CGIAR | August 2025 Plan of results and budget 2025 | W3 Mapping | Page 47 of 90 Targeted geographies Country, region, or global Area of Work Title and Number High level output CWANA AoW 1 – Engage and Empower AoW 2 - Pathways to Scale in Agrifood Systems AoW 3 – Enabling Environment Lab AoW 4 – Achieving Impact by Unlocking Finance and Partnerships AoW 5 – Learning for Impact 1.2, 1.3, 2.2, 2.3, 3.1, 3.2, 3.3, 4.2, 5.1, 5.2, 5.3 ESA",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 47 part 1,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p47pt1
"and Partnerships AoW 5 – Learning for Impact 1.2, 1.3, 2.2, 2.3, 3.1, 3.2, 3.3, 4.2, 5.1, 5.2, 5.3 ESA AoW 1 – Engage and Empower AoW 2 - Pathways to Scale in Agrifood Systems AoW 3 – Enabling Environment Lab AoW 4 – Achieving Impact by Unlocking Finance and Partnerships AoW 5 – Learning for Impact All HLOS SA AoW 1 – Engage and Empower AoW 2 - Pathways to Scale in Agrifood Systems AoW 3 – Enabling Environment Lab AoW 4",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 47 part 2,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p47pt2
"Engage and Empower AoW 2 - Pathways to Scale in Agrifood Systems AoW 3 – Enabling Environment Lab AoW 4 – Achieving Impact by Unlocking Finance and Partnerships AoW 5 – Learning for Impact All HLOS SEA AoW 1 – Engage and Empower AoW 2 - Pathways to Scale in Agrifood Systems AoW 3 – Enabling Environment Lab AoW 4 – Achieving Impact by Unlocking Finance and Partnerships AoW 5 – Learning for Impact 2.1, 2.2, 2.3, 3.1, 3.2, 3.3, 4.2, 5.2, 5.3",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 47 part 3,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p47pt3
"by Unlocking Finance and Partnerships AoW 5 – Learning for Impact 2.1, 2.2, 2.3, 3.1, 3.2, 3.3, 4.2, 5.2, 5.3 LAC AoW 1 – Engage and Empower AoW 2 - Pathways to Scale in Agrifood Systems AoW 3 – Enabling Environment Lab AoW 4 – Achieving Impact by Unlocking Finance and Partnerships AoW 5 – Learning for Impact 1.1, 1.2, 2.1, 2.2, 2.3, 2.4, 3.1, 3.2, 3.3, 4.2, 5.1, 5.2, 5.3 CGI21-508007-PORB-Scaling for Impact.indd 47CGI21-508007-PORB-Scaling for Impact.indd 47 07/08/2025 13:2407/08/2025 13:24",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 47 part 4,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p47pt4
"Plan of results and budget 2025 | W3 Mapping | Page 48 of 90 August 2025 | CGIAR Country, region, or global Area of Work Title and",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 48 part 1,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p48pt1
global Area of Work Title and Number High level output WCA AoW 1 – Engage and Empower AoW 2 - Pathways to Scale in Agrifood Systems AoW,/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 48 part 2,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p48pt2
to Scale in Agrifood Systems AoW 3 – Enabling Environment Lab AoW 4 – Achieving Impact by Unlocking Finance and Partnerships AoW 5 – Learning for Impact,/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 48 part 3,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p48pt3
"AoW 5 – Learning for Impact 1.1, 1.2, 2.1, 2.2, 2.3, 3.1, 3.2, 3.3, 4.1 CGI21-508007-PORB-Scaling for Impact.indd 48CGI21-508007-PORB-Scaling for Impact.indd 48 07/08/2025 13:2407/08/2025 13:24",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 48 part 4,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p48pt4
"In the fertile fields of Surkhet, Nepal, a dedicated woman farmer carefully harvests ripe tomatoes from the vine. Her commitment and labor throughout the growing season have ensured",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 49 part 1,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p49pt1
labor throughout the growing season have ensured a plentiful and high-quality crop. This bountiful harvest not only reflects her skill and perseverance but also represents a step toward,/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 49 part 2,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p49pt2
"perseverance but also represents a step toward improving her household’s food security and income. Through such efforts, small- scale farmers like her contribute significantly to agricultural development and",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 49 part 3,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p49pt3
"her contribute significantly to agricultural development and the scaling up of sustainable farming practices in the region. Credit: Abdul Momin, CIMMYT CGI21-508007-PORB-Scaling for Impact.indd 49CGI21-508007-PORB-Scaling for Impact.indd 49",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 49 part 4,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p49pt4
"System Organization and center allocations Farmers in Rangpur, Bangladesh, prepare rice seedling beds using simple, smart farming methods. These practices help",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 50 part 1,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p50pt1
"farming methods. These practices help grow more food in a better way—using less water, protecting the environment, and supporting farmer incomes.",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 50 part 2,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p50pt2
"environment, and supporting farmer incomes. CGIAR works through its Scaling for Impact program to take these good ideas to scale, reaching",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 50 part 3,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p50pt3
"good ideas to scale, reaching more people and places. Credit: Abdul Momin, CIMMYT CGI21-508007-PORB-Scaling for Impact.indd 50CGI21-508007-PORB-Scaling for Impact.indd 50 07/08/2025",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 50 part 4,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p50pt4
CGIAR | August 2025 Plan of results and budget 2025 | System Organization and center allocations | Page 51 of 90 System Organization: Scaling for Impact Implementation timelines (2025) Pooled,/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 51 part 1,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p51pt1
"Scaling for Impact Implementation timelines (2025) Pooled funding Budget Total Program Q1 Q2 Q3 Q4 2025 (Approved Budget) Area of Work 0: Crosscutting and Management X X 184,200 Total Program",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 51 part 2,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p51pt2
"and Management X X 184,200 Total Program budget 184,200 Area of Work 0: Crosscutting and Management Implementation timelines (2025) Pooled funding Budget Q1 Q2 Q3 Q4 2025 (Approved Budget) Cost",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 51 part 3,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p51pt3
"Q2 Q3 Q4 2025 (Approved Budget) Cost of the Program Director X X 184,200 Total Cross-cutting and Management budget 184,200 CGI21-508007-PORB-Scaling for Impact.indd 51CGI21-508007-PORB-Scaling for Impact.indd 51 07/08/2025 13:2407/08/2025 13:24",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 51 part 4,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p51pt4
"Scaling for Impact: AfricaRice Implementation timelines (2025) Pooled funding Budget Total Program Q1 Q2 Q3 Q4 2025 (Approved Budget) Area of Work 0: Crosscutting and Management X X 34,412 Area of Work 1: Engage and Empower X X X 186,799 Area of Work 2: Pathways to Scale in Agrifood Systems X X X 162,389 Area of Work 3: Enabling Environment Lab X X X 155,022 Area of Work 4: Achieving Impact by Unlocking Finance and Partnerships X X X",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 52 part 1,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p52pt1
"Lab X X X 155,022 Area of Work 4: Achieving Impact by Unlocking Finance and Partnerships X X X 103,513 Area of Work 5: Learning for Impact X X X 62,266 Area of Work 0: Crosscutting and Management X X 16,667 Total Program budget 721,067 Area of Work 0: Crosscutting and Management 2025 Q1 Q2 Q3 Q4 2025 (Approved Budget) Cost of AoW Leads and Co-Leads for Five AoWs X X 34,412Travel X X Communication X X Total Cross-cutting",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 52 part 2,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p52pt2
"Cost of AoW Leads and Co-Leads for Five AoWs X X 34,412Travel X X Communication X X Total Cross-cutting and Management budget 34,412 Area of Work 1: Engage and Empower 2025 Outcome Q1 Q2 Q3 Q4 2025 (Approved Budget) I-OC 1.1: CGIAR’s alignment with regional and national priorities is clarified and increased X - I-OC 1.2: CGIAR’s Programs, Accelerators, and bilaterals engage with information supporting the adaptive management of Program, Accelerator , and bilateral research and scaling activities X",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 52 part 3,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p52pt3
"bilaterals engage with information supporting the adaptive management of Program, Accelerator , and bilateral research and scaling activities X High-Level Outputs HLO 1.1.1: Demand signaling X X X 186,799 HLO 1.1.2: Feedback and adaptive research and scaling prioritization X X X Total AoW 1 budget 186,799 Plan of results and budget 2025 | System Organization and center allocations | Page 52 of 90 August 2025 | CGIAR CGI21-508007-PORB-Scaling for Impact.indd 52CGI21-508007-PORB-Scaling for Impact.indd 52 07/08/2025 13:2407/08/2025 13:24",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 52 part 4,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p52pt4
"Area of Work 2: Pathways to Scale in Agrifood Systems 2025 Outcome Q1 Q2 Q3 Q4 2025 (Approved Budget) I-OC 2.1: CGIAR’s external stakeholders exhibit improved capacity to diagnose, design, deploy, and refine impact pathways X -I-OC 2.2: Demand, innovation, and scaling partners collaborate to co- design impact pathways for innovation bundles and packages X I-OC 2.3: Scaling partners deploy and iteratively evaluate scaling pathways providing evidence for stage-gating, adaptation, and amplification X High-Level Outputs HLO 2.2.1: Innovation networks enhance agrifood system solution scaling X X X 162,389 HLO 2.2.2: Methods evaluating agrifood system",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 53 part 1,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p53pt1
"amplification X High-Level Outputs HLO 2.2.1: Innovation networks enhance agrifood system solution scaling X X X 162,389 HLO 2.2.2: Methods evaluating agrifood system solutions for scale X X X HLO 2.2.3: Scale-ready agrifood system solution bundles and packages X X X Total AoW 2 budget 162,389 Area of Work 3: Enabling Environment Lab 2025 Outcome Q1 Q2 Q3 Q4 2025 (Approved Budget) I-OC 3.1: Governments, market actors, and partners use evidence generated by AoW 3 to inform policies and institutional changes that address enabling environment barriers X - I-OC 3.2: Agricultural SMEs and cooperatives",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 53 part 2,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p53pt2
"generated by AoW 3 to inform policies and institutional changes that address enabling environment barriers X - I-OC 3.2: Agricultural SMEs and cooperatives experience improved market systems with clearer regulations, economic incentives, and stronger public- private partnerships X High-Level Outputs HLO 3.3.1: Enabling environment diagnostics X X X 155,022 HLO 3.3.2: Scaling support services for enabling environments and institutions X X X Total AoW 3 budget 155,022 Area of Work 4: Achieving Impact by Unlocking Finance and Partnerships 2025 Outcome Q1 Q2 Q3 Q4 2025 (Approved Budget) I-OC 4.1: IFIs, governments, and the private",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 53 part 3,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p53pt3
"Achieving Impact by Unlocking Finance and Partnerships 2025 Outcome Q1 Q2 Q3 Q4 2025 (Approved Budget) I-OC 4.1: IFIs, governments, and the private sector widely integrate CGIAR- partner innovations into their investments, catalyzing and supporting the scaling of innovations. X - High-Level Outputs HLO 4.4.1: CGIAR Expertise and Solutions Embedded in Development Investments and Partnerships X X X 103,513 Total AoW 4 budget 103,513 CGIAR | August 2025 Plan of results and budget 2025 | System Organization and center allocations | Page 53 of 90 CGI21-508007-PORB-Scaling for Impact.indd 53CGI21-508007-PORB-Scaling for Impact.indd 53 07/08/2025 13:2407/08/2025",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 53 part 4,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p53pt4
"Area of Work 5: Learning for Impact 2025 Outcome Q1 Q2 Q3 Q4 2025 (Approved Budget) I-OC 5.2: Scaling actors are informed and use evidence-based recommendations for short, medium, and long-term optimal and responsible scaling processes",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 54 part 1,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p54pt1
"short, medium, and long-term optimal and responsible scaling processes and pathways X - High-Level Outputs HLO 5.5.2: Insights for CGIAR scaling success through impact assessments X X X 62,266 Total AoW 5 budget 62,266 Area of",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 54 part 2,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p54pt2
"X 62,266 Total AoW 5 budget 62,266 Area of Work 11: Inception Cross-Cutting and Management 2025 Q1 Q2 Q3 Q4 2025 (Approved Budget) Transition team roles X X 16,667 Total Inception Cross-Cutting and Management 16,667 Plan",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 54 part 3,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p54pt3
"X 16,667 Total Inception Cross-Cutting and Management 16,667 Plan of results and budget 2025 | System Organization and center allocations | Page 54 of 90 August 2025 | CGIAR CGI21-508007-PORB-Scaling for Impact.indd 54CGI21-508007-PORB-Scaling for Impact.indd 54",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 54 part 4,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p54pt4
"CGIAR | August 2025 Plan of results and budget 2025 | System Organization and center allocations | Page 55 of 90 Scaling for Impact: Bioversity lnternational Implementation timelines (2025) Pooled funding Budget Total Program Q1 Q2 Q3 Q4 2025 (Approved Budget) Area of Work 1: Engage and Empower X X X 7,521 Area of Work 2: Pathways to Scale in Agrifood Systems X X X 407,949 Area of Work 3: Enabling Environment Lab X X X 16,573 Area",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 55 part 1,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p55pt1
"in Agrifood Systems X X X 407,949 Area of Work 3: Enabling Environment Lab X X X 16,573 Area of Work 5: Learning for Impact X X X 22,564 Total Program budget 454,607 Area of Work 1: Engage and Empower 2025 Outcome Q1 Q2 Q3 Q4 2025 (Approved Budget) I-OC 1.2: CGIAR’s Programs, Accelerators, and bilaterals engage with information supporting the adaptive management of Program, Accelerator , and bilateral research and scaling activities X High-Level Outputs HLO 1.1.2:",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 55 part 2,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p55pt2
"supporting the adaptive management of Program, Accelerator , and bilateral research and scaling activities X High-Level Outputs HLO 1.1.2: Feedback and adaptive research and scaling prioritization X X X 7,521 Total AoW 1 budget 7,521 Area of Work 2: Pathways to Scale in Agrifood Systems 2025 Outcome Q1 Q2 Q3 Q4 2025 (Approved Budget) I-OC 2.1: CGIAR’s external stakeholders exhibit improved capacity to diagnose, design, deploy, and refine impact pathways X - I-OC 2.2: Demand, innovation, and scaling",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 55 part 3,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p55pt3
"exhibit improved capacity to diagnose, design, deploy, and refine impact pathways X - I-OC 2.2: Demand, innovation, and scaling partners collaborate to co- design impact pathways for innovation bundles and packages X I-OC 2.3: Scaling partners deploy and iteratively evaluate scaling pathways providing evidence for stage-gating, adaptation, and amplification X I-OC 2.4: CGIAR and its scaling partners proactively refine innovations and scaling pathways to enhance responsible scaling outcomes X CGI21-508007-PORB-Scaling for Impact.indd 55CGI21-508007-PORB-Scaling for Impact.indd 55 07/08/2025 13:2407/08/2025",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 55 part 4,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p55pt4
"Plan of results and budget 2025 | System Organization and center allocations | Page 56 of 90 August 2025 | CGIAR Area of Work 2: Pathways to Scale in Agrifood Systems 2025 High-Level Outputs HLO 2.2.1: Innovation networks enhance agrifood system solution scaling X X X 407,949 HLO 2.2.2: Methods evaluating agrifood system solutions for scale X X X HLO 2.2.3: Scale-ready agrifood system solution bundles and packages X X X HLO 2.2.4: Agrifood system solution",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 56 part 1,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p56pt1
"X X HLO 2.2.3: Scale-ready agrifood system solution bundles and packages X X X HLO 2.2.4: Agrifood system solution scaling strategies X X X Total AoW 2 budget 407,949 Area of Work 3: Enabling Environment Lab 2025 High-Level Outputs Q1 Q2 Q3 Q4 2025 (Approved Budget) HLO 3.3.1: Enabling environment diagnostics X X X 16,573 HLO 3.3.2: Scaling support services for enabling environments and institutions X X X HLO 3.3.3: Science-policy partnership interfaces for responsible scaling",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 56 part 2,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p56pt2
"Scaling support services for enabling environments and institutions X X X HLO 3.3.3: Science-policy partnership interfaces for responsible scaling X X X Total AoW 3 budget 16,573 Area of Work 5: Learning for Impact 2025 Outcome Q1 Q2 Q3 Q4 2025 (Approved Budget) I-OC 5.2: Scaling actors are informed and use evidence-based recommendations for short, medium, and long-term optimal and responsible scaling processes and pathways X - I-OC 5.3: CGIAR and external partners use innovation portfolio",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 56 part 3,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p56pt3
"long-term optimal and responsible scaling processes and pathways X - I-OC 5.3: CGIAR and external partners use innovation portfolio management tools to guide scaling investment decisions through evidence-based and adaptive management processes X High-Level Outputs HLO 5.5.2: Insights for CGIAR scaling success through impact assessments X X X 22,564HLO 5.5.3: Custom analytics for managing innovation portfolios and decision-making X X X Total AoW 5 budget 22,564 CGI21-508007-PORB-Scaling for Impact.indd 56CGI21-508007-PORB-Scaling for Impact.indd 56 07/08/2025 13:2407/08/2025 13:24",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 56 part 4,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p56pt4
"CGIAR | August 2025 Plan of results and budget 2025 | System Organization and center allocations | Page 57 of 90 Scaling for Impact: International Center for Tropical Agriculture Implementation timelines (2025) Pooled funding Budget Total Program Q1 Q2 Q3 Q4 2025 (Approved Budget) Area of Work 0: Crosscutting and Management X X 118,902 Area of Work 1: Engage and Empower X X X 146,681 Area of Work 2: Pathways to Scale in Agrifood Systems X X X 3,425,210 Area of",/Users/alejandramelgarejo/Cursor/Chatbot - CURSOR - Performance & Results/Latest Updates/Inventary III/Inception Reports/PORB - Inception/CGIAR_PORB_Scaling_4Impact.pdf,CGIAR_PORB_Scaling_4Impact.pdf,pdf,page 57 part 1,pdf:CGIAR_PORB_Scaling_4Impact.pdf:p57pt1
